,Mes,Casos,Codigo,Descricao
0,2014-01-31,3,1,Em branco/IGN
1,2014-02-28,4,1,Em branco/IGN
2,2014-03-31,4,1,Em branco/IGN
3,2014-04-30,8,1,Em branco/IGN
4,2014-05-31,1,1,Em branco/IGN
5,2014-06-30,0,1,Em branco/IGN
6,2014-07-31,1,1,Em branco/IGN
7,2014-08-31,0,1,Em branco/IGN
8,2014-09-30,0,1,Em branco/IGN
9,2014-10-31,0,1,Em branco/IGN
10,2014-11-30,1,1,Em branco/IGN
11,2014-12-31,0,1,Em branco/IGN
12,2015-01-31,1,1,Em branco/IGN
13,2015-02-28,2,1,Em branco/IGN
14,2015-03-31,2,1,Em branco/IGN
15,2015-04-30,9,1,Em branco/IGN
16,2015-05-31,5,1,Em branco/IGN
17,2015-06-30,3,1,Em branco/IGN
18,2015-07-31,0,1,Em branco/IGN
19,2015-08-31,0,1,Em branco/IGN
20,2015-09-30,0,1,Em branco/IGN
21,2015-10-31,0,1,Em branco/IGN
22,2015-11-30,0,1,Em branco/IGN
23,2015-12-31,4,1,Em branco/IGN
24,2016-01-31,21,1,Em branco/IGN
25,2016-02-29,41,1,Em branco/IGN
26,2016-03-31,46,1,Em branco/IGN
27,2016-04-30,33,1,Em branco/IGN
28,2016-05-31,11,1,Em branco/IGN
29,2016-06-30,0,1,Em branco/IGN
30,2016-07-31,0,1,Em branco/IGN
31,2016-08-31,1,1,Em branco/IGN
32,2016-09-30,0,1,Em branco/IGN
33,2016-10-31,0,1,Em branco/IGN
34,2016-11-30,0,1,Em branco/IGN
35,2016-12-31,2,1,Em branco/IGN
36,2017-01-31,2,1,Em branco/IGN
37,2017-02-28,1,1,Em branco/IGN
38,2017-03-31,1,1,Em branco/IGN
39,2017-04-30,0,1,Em branco/IGN
40,2017-05-31,1,1,Em branco/IGN
41,2017-06-30,0,1,Em branco/IGN
42,2017-07-31,0,1,Em branco/IGN
43,2017-08-31,0,1,Em branco/IGN
44,2017-09-30,1,1,Em branco/IGN
45,2017-10-31,0,1,Em branco/IGN
46,2017-11-30,0,1,Em branco/IGN
47,2017-12-31,1,1,Em branco/IGN
48,2018-01-31,0,1,Em branco/IGN
49,2018-02-28,0,1,Em branco/IGN
50,2018-03-31,0,1,Em branco/IGN
51,2018-04-30,3,1,Em branco/IGN
52,2018-05-31,1,1,Em branco/IGN
53,2018-06-30,0,1,Em branco/IGN
54,2018-07-31,0,1,Em branco/IGN
55,2018-08-31,2,1,Em branco/IGN
56,2018-09-30,0,1,Em branco/IGN
57,2018-10-31,1,1,Em branco/IGN
58,2018-11-30,1,1,Em branco/IGN
59,2018-12-31,1,1,Em branco/IGN
60,2019-01-31,7,1,Em branco/IGN
61,2019-02-28,30,1,Em branco/IGN
62,2019-03-31,89,1,Em branco/IGN
63,2019-04-30,121,1,Em branco/IGN
64,2019-05-31,98,1,Em branco/IGN
65,2019-06-30,13,1,Em branco/IGN
66,2019-07-31,2,1,Em branco/IGN
67,2019-08-31,1,1,Em branco/IGN
68,2019-09-30,0,1,Em branco/IGN
69,2019-10-31,1,1,Em branco/IGN
70,2019-11-30,0,1,Em branco/IGN
71,2019-12-31,1,1,Em branco/IGN
72,2020-01-31,3,1,Em branco/IGN
73,2020-02-29,23,1,Em branco/IGN
74,2020-03-31,7,1,Em branco/IGN
75,2020-04-30,7,1,Em branco/IGN
76,2020-05-31,4,1,Em branco/IGN
77,2020-06-30,1,1,Em branco/IGN
78,2020-07-31,1,1,Em branco/IGN
79,2020-08-31,0,1,Em branco/IGN
80,2020-09-30,0,1,Em branco/IGN
81,2020-10-31,0,1,Em branco/IGN
82,2020-11-30,0,1,Em branco/IGN
83,2020-12-31,1,1,Em branco/IGN
84,2021-01-31,0,1,Em branco/IGN
85,2021-02-28,0,1,Em branco/IGN
86,2021-03-31,7,1,Em branco/IGN
87,2021-04-30,4,1,Em branco/IGN
88,2021-05-31,0,1,Em branco/IGN
89,2021-06-30,0,1,Em branco/IGN
90,2021-07-31,0,1,Em branco/IGN
91,2021-08-31,0,1,Em branco/IGN
92,2021-09-30,2,1,Em branco/IGN
93,2021-10-31,1,1,Em branco/IGN
94,2021-11-30,2,1,Em branco/IGN
95,2021-12-31,0,1,Em branco/IGN
96,2022-01-31,2,1,Em branco/IGN
97,2022-02-28,14,1,Em branco/IGN
98,2022-03-31,36,1,Em branco/IGN
99,2022-04-30,68,1,Em branco/IGN
100,2022-05-31,77,1,Em branco/IGN
101,2022-06-30,55,1,Em branco/IGN
102,2022-07-31,7,1,Em branco/IGN
103,2022-08-31,1,1,Em branco/IGN
104,2022-09-30,1,1,Em branco/IGN
105,2022-10-31,0,1,Em branco/IGN
106,2022-11-30,1,1,Em branco/IGN
107,2022-12-31,0,1,Em branco/IGN
0,2014-01-31,64,2,<1 Ano
1,2014-02-28,75,2,<1 Ano
2,2014-03-31,100,2,<1 Ano
3,2014-04-30,158,2,<1 Ano
4,2014-05-31,83,2,<1 Ano
5,2014-06-30,48,2,<1 Ano
6,2014-07-31,30,2,<1 Ano
7,2014-08-31,20,2,<1 Ano
8,2014-09-30,35,2,<1 Ano
9,2014-10-31,34,2,<1 Ano
10,2014-11-30,28,2,<1 Ano
11,2014-12-31,40,2,<1 Ano
12,2015-01-31,75,2,<1 Ano
13,2015-02-28,129,2,<1 Ano
14,2015-03-31,239,2,<1 Ano
15,2015-04-30,528,2,<1 Ano
16,2015-05-31,431,2,<1 Ano
17,2015-06-30,172,2,<1 Ano
18,2015-07-31,72,2,<1 Ano
19,2015-08-31,44,2,<1 Ano
20,2015-09-30,47,2,<1 Ano
21,2015-10-31,72,2,<1 Ano
22,2015-11-30,96,2,<1 Ano
23,2015-12-31,208,2,<1 Ano
24,2016-01-31,646,2,<1 Ano
25,2016-02-29,1491,2,<1 Ano
26,2016-03-31,1530,2,<1 Ano
27,2016-04-30,1339,2,<1 Ano
28,2016-05-31,505,2,<1 Ano
29,2016-06-30,144,2,<1 Ano
30,2016-07-31,93,2,<1 Ano
31,2016-08-31,103,2,<1 Ano
32,2016-09-30,101,2,<1 Ano
33,2016-10-31,112,2,<1 Ano
34,2016-11-30,104,2,<1 Ano
35,2016-12-31,148,2,<1 Ano
36,2017-01-31,74,2,<1 Ano
37,2017-02-28,63,2,<1 Ano
38,2017-03-31,72,2,<1 Ano
39,2017-04-30,41,2,<1 Ano
40,2017-05-31,36,2,<1 Ano
41,2017-06-30,13,2,<1 Ano
42,2017-07-31,12,2,<1 Ano
43,2017-08-31,15,2,<1 Ano
44,2017-09-30,20,2,<1 Ano
45,2017-10-31,21,2,<1 Ano
46,2017-11-30,24,2,<1 Ano
47,2017-12-31,43,2,<1 Ano
48,2018-01-31,29,2,<1 Ano
49,2018-02-28,32,2,<1 Ano
50,2018-03-31,52,2,<1 Ano
51,2018-04-30,76,2,<1 Ano
52,2018-05-31,47,2,<1 Ano
53,2018-06-30,17,2,<1 Ano
54,2018-07-31,20,2,<1 Ano
55,2018-08-31,15,2,<1 Ano
56,2018-09-30,15,2,<1 Ano
57,2018-10-31,30,2,<1 Ano
58,2018-11-30,30,2,<1 Ano
59,2018-12-31,54,2,<1 Ano
60,2019-01-31,252,2,<1 Ano
61,2019-02-28,427,2,<1 Ano
62,2019-03-31,969,2,<1 Ano
63,2019-04-30,1604,2,<1 Ano
64,2019-05-31,1609,2,<1 Ano
65,2019-06-30,557,2,<1 Ano
66,2019-07-31,149,2,<1 Ano
67,2019-08-31,76,2,<1 Ano
68,2019-09-30,82,2,<1 Ano
69,2019-10-31,87,2,<1 Ano
70,2019-11-30,64,2,<1 Ano
71,2019-12-31,89,2,<1 Ano
72,2020-01-31,98,2,<1 Ano
73,2020-02-29,143,2,<1 Ano
74,2020-03-31,169,2,<1 Ano
75,2020-04-30,227,2,<1 Ano
76,2020-05-31,203,2,<1 Ano
77,2020-06-30,96,2,<1 Ano
78,2020-07-31,57,2,<1 Ano
79,2020-08-31,41,2,<1 Ano
80,2020-09-30,56,2,<1 Ano
81,2020-10-31,33,2,<1 Ano
82,2020-11-30,53,2,<1 Ano
83,2020-12-31,48,2,<1 Ano
84,2021-01-31,46,2,<1 Ano
85,2021-02-28,36,2,<1 Ano
86,2021-03-31,72,2,<1 Ano
87,2021-04-30,61,2,<1 Ano
88,2021-05-31,44,2,<1 Ano
89,2021-06-30,42,2,<1 Ano
90,2021-07-31,36,2,<1 Ano
91,2021-08-31,21,2,<1 Ano
92,2021-09-30,20,2,<1 Ano
93,2021-10-31,32,2,<1 Ano
94,2021-11-30,38,2,<1 Ano
95,2021-12-31,47,2,<1 Ano
96,2022-01-31,140,2,<1 Ano
97,2022-02-28,458,2,<1 Ano
98,2022-03-31,967,2,<1 Ano
99,2022-04-30,1257,2,<1 Ano
100,2022-05-31,1479,2,<1 Ano
101,2022-06-30,1065,2,<1 Ano
102,2022-07-31,357,2,<1 Ano
103,2022-08-31,127,2,<1 Ano
104,2022-09-30,95,2,<1 Ano
105,2022-10-31,97,2,<1 Ano
106,2022-11-30,104,2,<1 Ano
107,2022-12-31,88,2,<1 Ano
0,2014-01-31,93,3,1-4
1,2014-02-28,137,3,1-4
2,2014-03-31,175,3,1-4
3,2014-04-30,224,3,1-4
4,2014-05-31,138,3,1-4
5,2014-06-30,49,3,1-4
6,2014-07-31,18,3,1-4
7,2014-08-31,7,3,1-4
8,2014-09-30,25,3,1-4
9,2014-10-31,20,3,1-4
10,2014-11-30,31,3,1-4
11,2014-12-31,35,3,1-4
12,2015-01-31,81,3,1-4
13,2015-02-28,160,3,1-4
14,2015-03-31,521,3,1-4
15,2015-04-30,952,3,1-4
16,2015-05-31,726,3,1-4
17,2015-06-30,231,3,1-4
18,2015-07-31,66,3,1-4
19,2015-08-31,25,3,1-4
20,2015-09-30,27,3,1-4
21,2015-10-31,34,3,1-4
22,2015-11-30,86,3,1-4
23,2015-12-31,244,3,1-4
24,2016-01-31,1336,3,1-4
25,2016-02-29,3119,3,1-4
26,2016-03-31,3392,3,1-4
27,2016-04-30,2519,3,1-4
28,2016-05-31,604,3,1-4
29,2016-06-30,135,3,1-4
30,2016-07-31,50,3,1-4
31,2016-08-31,35,3,1-4
32,2016-09-30,51,3,1-4
33,2016-10-31,67,3,1-4
34,2016-11-30,106,3,1-4
35,2016-12-31,96,3,1-4
36,2017-01-31,135,3,1-4
37,2017-02-28,122,3,1-4
38,2017-03-31,113,3,1-4
39,2017-04-30,60,3,1-4
40,2017-05-31,42,3,1-4
41,2017-06-30,37,3,1-4
42,2017-07-31,18,3,1-4
43,2017-08-31,15,3,1-4
44,2017-09-30,19,3,1-4
45,2017-10-31,32,3,1-4
46,2017-11-30,26,3,1-4
47,2017-12-31,63,3,1-4
48,2018-01-31,59,3,1-4
49,2018-02-28,60,3,1-4
50,2018-03-31,105,3,1-4
51,2018-04-30,134,3,1-4
52,2018-05-31,74,3,1-4
53,2018-06-30,31,3,1-4
54,2018-07-31,22,3,1-4
55,2018-08-31,17,3,1-4
56,2018-09-30,12,3,1-4
57,2018-10-31,37,3,1-4
58,2018-11-30,52,3,1-4
59,2018-12-31,95,3,1-4
60,2019-01-31,387,3,1-4
61,2019-02-28,939,3,1-4
62,2019-03-31,2417,3,1-4
63,2019-04-30,4209,3,1-4
64,2019-05-31,3690,3,1-4
65,2019-06-30,1045,3,1-4
66,2019-07-31,186,3,1-4
67,2019-08-31,54,3,1-4
68,2019-09-30,37,3,1-4
69,2019-10-31,53,3,1-4
70,2019-11-30,71,3,1-4
71,2019-12-31,94,3,1-4
72,2020-01-31,201,3,1-4
73,2020-02-29,327,3,1-4
74,2020-03-31,434,3,1-4
75,2020-04-30,458,3,1-4
76,2020-05-31,349,3,1-4
77,2020-06-30,115,3,1-4
78,2020-07-31,55,3,1-4
79,2020-08-31,40,3,1-4
80,2020-09-30,33,3,1-4
81,2020-10-31,42,3,1-4
82,2020-11-30,32,3,1-4
83,2020-12-31,41,3,1-4
84,2021-01-31,71,3,1-4
85,2021-02-28,72,3,1-4
86,2021-03-31,113,3,1-4
87,2021-04-30,92,3,1-4
88,2021-05-31,81,3,1-4
89,2021-06-30,57,3,1-4
90,2021-07-31,27,3,1-4
91,2021-08-31,40,3,1-4
92,2021-09-30,45,3,1-4
93,2021-10-31,38,3,1-4
94,2021-11-30,74,3,1-4
95,2021-12-31,102,3,1-4
96,2022-01-31,162,3,1-4
97,2022-02-28,855,3,1-4
98,2022-03-31,2022,3,1-4
99,2022-04-30,2898,3,1-4
100,2022-05-31,3358,3,1-4
101,2022-06-30,2140,3,1-4
102,2022-07-31,583,3,1-4
103,2022-08-31,111,3,1-4
104,2022-09-30,37,3,1-4
105,2022-10-31,37,3,1-4
106,2022-11-30,53,3,1-4
107,2022-12-31,82,3,1-4
0,2014-01-31,133,4,5-9
1,2014-02-28,287,4,5-9
2,2014-03-31,353,4,5-9
3,2014-04-30,471,4,5-9
4,2014-05-31,302,4,5-9
5,2014-06-30,114,4,5-9
6,2014-07-31,33,4,5-9
7,2014-08-31,25,4,5-9
8,2014-09-30,27,4,5-9
9,2014-10-31,35,4,5-9
10,2014-11-30,57,4,5-9
11,2014-12-31,65,4,5-9
12,2015-01-31,203,4,5-9
13,2015-02-28,308,4,5-9
14,2015-03-31,1027,4,5-9
15,2015-04-30,2120,4,5-9
16,2015-05-31,1838,4,5-9
17,2015-06-30,569,4,5-9
18,2015-07-31,136,4,5-9
19,2015-08-31,50,4,5-9
20,2015-09-30,35,4,5-9
21,2015-10-31,68,4,5-9
22,2015-11-30,169,4,5-9
23,2015-12-31,514,4,5-9
24,2016-01-31,2351,4,5-9
25,2016-02-29,5639,4,5-9
26,2016-03-31,6369,4,5-9
27,2016-04-30,4649,4,5-9
28,2016-05-31,1289,4,5-9
29,2016-06-30,176,4,5-9
30,2016-07-31,54,4,5-9
31,2016-08-31,47,4,5-9
32,2016-09-30,69,4,5-9
33,2016-10-31,70,4,5-9
34,2016-11-30,76,4,5-9
35,2016-12-31,168,4,5-9
36,2017-01-31,214,4,5-9
37,2017-02-28,182,4,5-9
38,2017-03-31,250,4,5-9
39,2017-04-30,146,4,5-9
40,2017-05-31,122,4,5-9
41,2017-06-30,57,4,5-9
42,2017-07-31,20,4,5-9
43,2017-08-31,34,4,5-9
44,2017-09-30,51,4,5-9
45,2017-10-31,36,4,5-9
46,2017-11-30,34,4,5-9
47,2017-12-31,54,4,5-9
48,2018-01-31,96,4,5-9
49,2018-02-28,105,4,5-9
50,2018-03-31,177,4,5-9
51,2018-04-30,293,4,5-9
52,2018-05-31,181,4,5-9
53,2018-06-30,67,4,5-9
54,2018-07-31,41,4,5-9
55,2018-08-31,34,4,5-9
56,2018-09-30,27,4,5-9
57,2018-10-31,29,4,5-9
58,2018-11-30,79,4,5-9
59,2018-12-31,149,4,5-9
60,2019-01-31,598,4,5-9
61,2019-02-28,1469,4,5-9
62,2019-03-31,3920,4,5-9
63,2019-04-30,7187,4,5-9
64,2019-05-31,7305,4,5-9
65,2019-06-30,1895,4,5-9
66,2019-07-31,265,4,5-9
67,2019-08-31,97,4,5-9
68,2019-09-30,91,4,5-9
69,2019-10-31,89,4,5-9
70,2019-11-30,112,4,5-9
71,2019-12-31,143,4,5-9
72,2020-01-31,349,4,5-9
73,2020-02-29,615,4,5-9
74,2020-03-31,851,4,5-9
75,2020-04-30,912,4,5-9
76,2020-05-31,633,4,5-9
77,2020-06-30,199,4,5-9
78,2020-07-31,51,4,5-9
79,2020-08-31,34,4,5-9
80,2020-09-30,20,4,5-9
81,2020-10-31,25,4,5-9
82,2020-11-30,35,4,5-9
83,2020-12-31,67,4,5-9
84,2021-01-31,67,4,5-9
85,2021-02-28,101,4,5-9
86,2021-03-31,185,4,5-9
87,2021-04-30,198,4,5-9
88,2021-05-31,147,4,5-9
89,2021-06-30,69,4,5-9
90,2021-07-31,39,4,5-9
91,2021-08-31,19,4,5-9
92,2021-09-30,28,4,5-9
93,2021-10-31,33,4,5-9
94,2021-11-30,54,4,5-9
95,2021-12-31,125,4,5-9
96,2022-01-31,335,4,5-9
97,2022-02-28,1478,4,5-9
98,2022-03-31,3558,4,5-9
99,2022-04-30,5148,4,5-9
100,2022-05-31,5920,4,5-9
101,2022-06-30,4300,4,5-9
102,2022-07-31,1038,4,5-9
103,2022-08-31,161,4,5-9
104,2022-09-30,74,4,5-9
105,2022-10-31,82,4,5-9
106,2022-11-30,81,4,5-9
107,2022-12-31,96,4,5-9
0,2014-01-31,296,5,10-14
1,2014-02-28,593,5,10-14
2,2014-03-31,746,5,10-14
3,2014-04-30,1069,5,10-14
4,2014-05-31,784,5,10-14
5,2014-06-30,244,5,10-14
6,2014-07-31,73,5,10-14
7,2014-08-31,43,5,10-14
8,2014-09-30,61,5,10-14
9,2014-10-31,44,5,10-14
10,2014-11-30,79,5,10-14
11,2014-12-31,84,5,10-14
12,2015-01-31,338,5,10-14
13,2015-02-28,681,5,10-14
14,2015-03-31,2064,5,10-14
15,2015-04-30,4519,5,10-14
16,2015-05-31,3946,5,10-14
17,2015-06-30,1181,5,10-14
18,2015-07-31,246,5,10-14
19,2015-08-31,108,5,10-14
20,2015-09-30,76,5,10-14
21,2015-10-31,89,5,10-14
22,2015-11-30,307,5,10-14
23,2015-12-31,879,5,10-14
24,2016-01-31,3746,5,10-14
25,2016-02-29,9903,5,10-14
26,2016-03-31,11329,5,10-14
27,2016-04-30,8287,5,10-14
28,2016-05-31,2368,5,10-14
29,2016-06-30,313,5,10-14
30,2016-07-31,57,5,10-14
31,2016-08-31,43,5,10-14
32,2016-09-30,59,5,10-14
33,2016-10-31,77,5,10-14
34,2016-11-30,123,5,10-14
35,2016-12-31,253,5,10-14
36,2017-01-31,302,5,10-14
37,2017-02-28,303,5,10-14
38,2017-03-31,377,5,10-14
39,2017-04-30,245,5,10-14
40,2017-05-31,230,5,10-14
41,2017-06-30,108,5,10-14
42,2017-07-31,45,5,10-14
43,2017-08-31,42,5,10-14
44,2017-09-30,42,5,10-14
45,2017-10-31,51,5,10-14
46,2017-11-30,52,5,10-14
47,2017-12-31,66,5,10-14
48,2018-01-31,98,5,10-14
49,2018-02-28,122,5,10-14
50,2018-03-31,330,5,10-14
51,2018-04-30,518,5,10-14
52,2018-05-31,339,5,10-14
53,2018-06-30,110,5,10-14
54,2018-07-31,45,5,10-14
55,2018-08-31,34,5,10-14
56,2018-09-30,40,5,10-14
57,2018-10-31,75,5,10-14
58,2018-11-30,105,5,10-14
59,2018-12-31,179,5,10-14
60,2019-01-31,954,5,10-14
61,2019-02-28,2258,5,10-14
62,2019-03-31,5877,5,10-14
63,2019-04-30,10752,5,10-14
64,2019-05-31,11201,5,10-14
65,2019-06-30,2997,5,10-14
66,2019-07-31,404,5,10-14
67,2019-08-31,116,5,10-14
68,2019-09-30,108,5,10-14
69,2019-10-31,86,5,10-14
70,2019-11-30,119,5,10-14
71,2019-12-31,159,5,10-14
72,2020-01-31,488,5,10-14
73,2020-02-29,925,5,10-14
74,2020-03-31,1191,5,10-14
75,2020-04-30,1184,5,10-14
76,2020-05-31,744,5,10-14
77,2020-06-30,202,5,10-14
78,2020-07-31,94,5,10-14
79,2020-08-31,55,5,10-14
80,2020-09-30,33,5,10-14
81,2020-10-31,41,5,10-14
82,2020-11-30,49,5,10-14
83,2020-12-31,80,5,10-14
84,2021-01-31,93,5,10-14
85,2021-02-28,141,5,10-14
86,2021-03-31,222,5,10-14
87,2021-04-30,223,5,10-14
88,2021-05-31,185,5,10-14
89,2021-06-30,93,5,10-14
90,2021-07-31,48,5,10-14
91,2021-08-31,28,5,10-14
92,2021-09-30,37,5,10-14
93,2021-10-31,22,5,10-14
94,2021-11-30,52,5,10-14
95,2021-12-31,101,5,10-14
96,2022-01-31,525,5,10-14
97,2022-02-28,2345,5,10-14
98,2022-03-31,6074,5,10-14
99,2022-04-30,8596,5,10-14
100,2022-05-31,9513,5,10-14
101,2022-06-30,6778,5,10-14
102,2022-07-31,1648,5,10-14
103,2022-08-31,224,5,10-14
104,2022-09-30,73,5,10-14
105,2022-10-31,79,5,10-14
106,2022-11-30,77,5,10-14
107,2022-12-31,116,5,10-14
0,2014-01-31,468,6,15-19
1,2014-02-28,851,6,15-19
2,2014-03-31,1209,6,15-19
3,2014-04-30,1732,6,15-19
4,2014-05-31,1028,6,15-19
5,2014-06-30,342,6,15-19
6,2014-07-31,128,6,15-19
7,2014-08-31,65,6,15-19
8,2014-09-30,87,6,15-19
9,2014-10-31,64,6,15-19
10,2014-11-30,103,6,15-19
11,2014-12-31,139,6,15-19
12,2015-01-31,521,6,15-19
13,2015-02-28,1004,6,15-19
14,2015-03-31,3028,6,15-19
15,2015-04-30,6857,6,15-19
16,2015-05-31,6008,6,15-19
17,2015-06-30,1620,6,15-19
18,2015-07-31,374,6,15-19
19,2015-08-31,113,6,15-19
20,2015-09-30,110,6,15-19
21,2015-10-31,145,6,15-19
22,2015-11-30,419,6,15-19
23,2015-12-31,1255,6,15-19
24,2016-01-31,5766,6,15-19
25,2016-02-29,14503,6,15-19
26,2016-03-31,16856,6,15-19
27,2016-04-30,12542,6,15-19
28,2016-05-31,3743,6,15-19
29,2016-06-30,465,6,15-19
30,2016-07-31,102,6,15-19
31,2016-08-31,69,6,15-19
32,2016-09-30,70,6,15-19
33,2016-10-31,75,6,15-19
34,2016-11-30,145,6,15-19
35,2016-12-31,397,6,15-19
36,2017-01-31,508,6,15-19
37,2017-02-28,482,6,15-19
38,2017-03-31,584,6,15-19
39,2017-04-30,417,6,15-19
40,2017-05-31,366,6,15-19
41,2017-06-30,181,6,15-19
42,2017-07-31,62,6,15-19
43,2017-08-31,60,6,15-19
44,2017-09-30,61,6,15-19
45,2017-10-31,74,6,15-19
46,2017-11-30,73,6,15-19
47,2017-12-31,124,6,15-19
48,2018-01-31,215,6,15-19
49,2018-02-28,216,6,15-19
50,2018-03-31,488,6,15-19
51,2018-04-30,765,6,15-19
52,2018-05-31,421,6,15-19
53,2018-06-30,129,6,15-19
54,2018-07-31,98,6,15-19
55,2018-08-31,47,6,15-19
56,2018-09-30,66,6,15-19
57,2018-10-31,73,6,15-19
58,2018-11-30,170,6,15-19
59,2018-12-31,270,6,15-19
60,2019-01-31,1421,6,15-19
61,2019-02-28,3141,6,15-19
62,2019-03-31,7602,6,15-19
63,2019-04-30,14010,6,15-19
64,2019-05-31,14819,6,15-19
65,2019-06-30,3991,6,15-19
66,2019-07-31,598,6,15-19
67,2019-08-31,174,6,15-19
68,2019-09-30,142,6,15-19
69,2019-10-31,126,6,15-19
70,2019-11-30,156,6,15-19
71,2019-12-31,247,6,15-19
72,2020-01-31,737,6,15-19
73,2020-02-29,1291,6,15-19
74,2020-03-31,1529,6,15-19
75,2020-04-30,1468,6,15-19
76,2020-05-31,979,6,15-19
77,2020-06-30,353,6,15-19
78,2020-07-31,165,6,15-19
79,2020-08-31,66,6,15-19
80,2020-09-30,79,6,15-19
81,2020-10-31,80,6,15-19
82,2020-11-30,131,6,15-19
83,2020-12-31,155,6,15-19
84,2021-01-31,166,6,15-19
85,2021-02-28,216,6,15-19
86,2021-03-31,315,6,15-19
87,2021-04-30,294,6,15-19
88,2021-05-31,201,6,15-19
89,2021-06-30,136,6,15-19
90,2021-07-31,51,6,15-19
91,2021-08-31,53,6,15-19
92,2021-09-30,53,6,15-19
93,2021-10-31,49,6,15-19
94,2021-11-30,120,6,15-19
95,2021-12-31,214,6,15-19
96,2022-01-31,841,6,15-19
97,2022-02-28,3673,6,15-19
98,2022-03-31,8900,6,15-19
99,2022-04-30,12304,6,15-19
100,2022-05-31,13348,6,15-19
101,2022-06-30,9350,6,15-19
102,2022-07-31,2294,6,15-19
103,2022-08-31,412,6,15-19
104,2022-09-30,177,6,15-19
105,2022-10-31,156,6,15-19
106,2022-11-30,144,6,15-19
107,2022-12-31,188,6,15-19
0,2014-01-31,2021,7,20-39
1,2014-02-28,3399,7,20-39
